f_0_9,f_10_19,f_20_29,f_30_39,f_40_49,f_50_59,f_60_69,f_70_79,f_80_plus,m_0_9,m_10_19,m_20_29,m_30_39,m_40_49,m_50_59,m_60_69,m_70_79,m_80_plus
492373,552682,620270,817209,797441,731668,634892,572510,296533,515361,577163,617871,781041,745951,668343,551550,404891,184430
